sample_id,overall,audio,video,transcript,synchronization,missing_value,corruption,confidence
506_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
506_visual,1.0,,,,1.0,1.0,1.0,1.0
507_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
507_visual,1.0,,,,1.0,1.0,1.0,1.0
508_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
508_visual,1.0,,,,1.0,1.0,1.0,1.0
509_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
509_visual,1.0,,,,1.0,1.0,1.0,1.0
51_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
51_visual,1.0,,,,1.0,1.0,1.0,1.0
510_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
510_visual,1.0,,,,1.0,1.0,1.0,1.0
511_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
511_visual,1.0,,,,1.0,1.0,1.0,1.0
512_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
512_visual,1.0,,,,1.0,1.0,1.0,1.0
513_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
513_visual,1.0,,,,1.0,1.0,1.0,1.0
514_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
514_visual,1.0,,,,1.0,1.0,1.0,1.0
515_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
515_visual,1.0,,,,1.0,1.0,1.0,1.0
516_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
516_visual,1.0,,,,1.0,1.0,1.0,1.0
517_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
517_visual,1.0,,,,1.0,1.0,1.0,1.0
518_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
518_visual,1.0,,,,1.0,1.0,1.0,1.0
519_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
519_visual,1.0,,,,1.0,1.0,1.0,1.0
52_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
52_visual,1.0,,,,1.0,1.0,1.0,1.0
520_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
520_visual,1.0,,,,1.0,1.0,1.0,1.0
521_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
521_visual,1.0,,,,1.0,1.0,1.0,1.0
522_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
522_visual,1.0,,,,1.0,1.0,1.0,1.0
523_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
523_visual,1.0,,,,1.0,1.0,1.0,1.0
524_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
524_visual,1.0,,,,1.0,1.0,1.0,1.0
525_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
525_visual,1.0,,,,1.0,1.0,1.0,1.0
526_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
526_visual,1.0,,,,1.0,1.0,1.0,1.0
527_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
527_visual,1.0,,,,1.0,1.0,1.0,1.0
528_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
528_visual,1.0,,,,1.0,1.0,1.0,1.0
529_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
529_visual,1.0,,,,1.0,1.0,1.0,1.0
53_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
53_visual,1.0,,,,1.0,1.0,1.0,1.0
530_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
530_visual,1.0,,,,1.0,1.0,1.0,1.0
531_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
531_visual,1.0,,,,1.0,1.0,1.0,1.0
532_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
532_visual,1.0,,,,1.0,1.0,1.0,1.0
533_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
533_visual,1.0,,,,1.0,1.0,1.0,1.0
534_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
534_visual,1.0,,,,1.0,1.0,1.0,1.0
535_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
535_visual,1.0,,,,1.0,1.0,1.0,1.0
536_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
536_visual,1.0,,,,1.0,1.0,1.0,1.0
537_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
537_visual,1.0,,,,1.0,1.0,1.0,1.0
538_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
538_visual,1.0,,,,1.0,1.0,1.0,1.0
539_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
539_visual,1.0,,,,1.0,1.0,1.0,1.0
54_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
54_visual,1.0,,,,1.0,1.0,1.0,1.0
540_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
540_visual,1.0,,,,1.0,1.0,1.0,1.0
541_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
541_visual,1.0,,,,1.0,1.0,1.0,1.0
542_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
542_visual,1.0,,,,1.0,1.0,1.0,1.0
543_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
543_visual,1.0,,,,1.0,1.0,1.0,1.0
544_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
544_visual,1.0,,,,1.0,1.0,1.0,1.0
545_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
545_visual,1.0,,,,1.0,1.0,1.0,1.0
546_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
546_visual,1.0,,,,1.0,1.0,1.0,1.0
547_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
547_visual,1.0,,,,1.0,1.0,1.0,1.0
548_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
548_visual,1.0,,,,1.0,1.0,1.0,1.0
549_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
549_visual,1.0,,,,1.0,1.0,1.0,1.0
55_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
55_visual,1.0,,,,1.0,1.0,1.0,1.0
550_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
550_visual,1.0,,,,1.0,1.0,1.0,1.0
551_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
551_visual,1.0,,,,1.0,1.0,1.0,1.0
552_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
552_visual,1.0,,,,1.0,1.0,1.0,1.0
553_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
553_visual,1.0,,,,1.0,1.0,1.0,1.0
554_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
554_visual,1.0,,,,1.0,1.0,1.0,1.0
555_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
555_visual,1.0,,,,1.0,1.0,1.0,1.0
556_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
556_visual,1.0,,,,1.0,1.0,1.0,1.0
557_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
557_visual,1.0,,,,1.0,1.0,1.0,1.0
558_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
558_visual,1.0,,,,1.0,1.0,1.0,1.0
559_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
559_visual,1.0,,,,1.0,1.0,1.0,1.0
56_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
56_visual,1.0,,,,1.0,1.0,1.0,1.0
560_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
560_visual,1.0,,,,1.0,1.0,1.0,1.0
561_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
561_visual,1.0,,,,1.0,1.0,1.0,1.0
562_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
562_visual,1.0,,,,1.0,1.0,1.0,1.0
563_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
563_visual,1.0,,,,1.0,1.0,1.0,1.0
564_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
564_visual,1.0,,,,1.0,1.0,1.0,1.0
565_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
565_visual,1.0,,,,1.0,1.0,1.0,1.0
566_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
566_visual,1.0,,,,1.0,1.0,1.0,1.0
567_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
567_visual,1.0,,,,1.0,1.0,1.0,1.0
568_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
568_visual,1.0,,,,1.0,1.0,1.0,1.0
569_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
569_visual,1.0,,,,1.0,1.0,1.0,1.0
57_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
57_visual,1.0,,,,1.0,1.0,1.0,1.0
570_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
570_visual,1.0,,,,1.0,1.0,1.0,1.0
571_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
571_visual,1.0,,,,1.0,1.0,1.0,1.0
572_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
572_visual,1.0,,,,1.0,1.0,1.0,1.0
573_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
573_visual,1.0,,,,1.0,1.0,1.0,1.0
574_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
574_visual,1.0,,,,1.0,1.0,1.0,1.0
575_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
575_visual,1.0,,,,1.0,1.0,1.0,1.0
576_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
576_visual,1.0,,,,1.0,1.0,1.0,1.0
577_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
577_visual,1.0,,,,1.0,1.0,1.0,1.0
578_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
578_visual,1.0,,,,1.0,1.0,1.0,1.0
579_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
579_visual,1.0,,,,1.0,1.0,1.0,1.0
58_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
58_visual,1.0,,,,1.0,1.0,1.0,1.0
580_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
580_visual,1.0,,,,1.0,1.0,1.0,1.0
581_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
581_visual,1.0,,,,1.0,1.0,1.0,1.0
582_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
582_visual,1.0,,,,1.0,1.0,1.0,1.0
583_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
583_visual,1.0,,,,1.0,1.0,1.0,1.0
584_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
584_visual,1.0,,,,1.0,1.0,1.0,1.0
585_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
585_visual,1.0,,,,1.0,1.0,1.0,1.0
586_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
586_visual,1.0,,,,1.0,1.0,1.0,1.0
587_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
587_visual,1.0,,,,1.0,1.0,1.0,1.0
588_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
588_visual,1.0,,,,1.0,1.0,1.0,1.0
589_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
589_visual,1.0,,,,1.0,1.0,1.0,1.0
59_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
59_visual,1.0,,,,1.0,1.0,1.0,1.0
590_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
590_visual,1.0,,,,1.0,1.0,1.0,1.0
591_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
591_visual,1.0,,,,1.0,1.0,1.0,1.0
592_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
592_visual,1.0,,,,1.0,1.0,1.0,1.0
593_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
593_visual,1.0,,,,1.0,1.0,1.0,1.0
594_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
594_visual,1.0,,,,1.0,1.0,1.0,1.0
595_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
595_visual,1.0,,,,1.0,1.0,1.0,1.0
596_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
596_visual,1.0,,,,1.0,1.0,1.0,1.0
597_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
597_visual,1.0,,,,1.0,1.0,1.0,1.0
598_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
598_visual,1.0,,,,1.0,1.0,1.0,1.0
599_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
599_visual,1.0,,,,1.0,1.0,1.0,1.0
6_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
6_visual,1.0,,,,1.0,1.0,1.0,1.0
60_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
60_visual,1.0,,,,1.0,1.0,1.0,1.0
600_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
600_visual,1.0,,,,1.0,1.0,1.0,1.0
601_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
601_visual,1.0,,,,1.0,1.0,1.0,1.0
602_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
602_visual,1.0,,,,1.0,1.0,1.0,1.0
603_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
603_visual,1.0,,,,1.0,1.0,1.0,1.0
604_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
604_visual,1.0,,,,1.0,1.0,1.0,1.0
605_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
605_visual,1.0,,,,1.0,1.0,1.0,1.0
606_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
606_visual,1.0,,,,1.0,1.0,1.0,1.0
607_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
607_visual,1.0,,,,1.0,1.0,1.0,1.0
608_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
608_visual,1.0,,,,1.0,1.0,1.0,1.0
609_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
609_visual,1.0,,,,1.0,1.0,1.0,1.0
61_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
61_visual,1.0,,,,1.0,1.0,1.0,1.0
610_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
610_visual,1.0,,,,1.0,1.0,1.0,1.0
611_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
611_visual,1.0,,,,1.0,1.0,1.0,1.0
612_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
612_visual,1.0,,,,1.0,1.0,1.0,1.0
613_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
613_visual,1.0,,,,1.0,1.0,1.0,1.0
614_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
614_visual,1.0,,,,1.0,1.0,1.0,1.0
615_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
615_visual,1.0,,,,1.0,1.0,1.0,1.0
616_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
616_visual,1.0,,,,1.0,1.0,1.0,1.0
617_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
617_visual,1.0,,,,1.0,1.0,1.0,1.0
618_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
618_visual,1.0,,,,1.0,1.0,1.0,1.0
619_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
619_visual,1.0,,,,1.0,1.0,1.0,1.0
62_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
62_visual,1.0,,,,1.0,1.0,1.0,1.0
620_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
620_visual,1.0,,,,1.0,1.0,1.0,1.0
621_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
621_visual,1.0,,,,1.0,1.0,1.0,1.0
622_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
622_visual,1.0,,,,1.0,1.0,1.0,1.0
623_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
623_visual,1.0,,,,1.0,1.0,1.0,1.0
624_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
624_visual,1.0,,,,1.0,1.0,1.0,1.0
625_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
625_visual,1.0,,,,1.0,1.0,1.0,1.0
626_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
626_visual,1.0,,,,1.0,1.0,1.0,1.0
627_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
627_visual,1.0,,,,1.0,1.0,1.0,1.0
628_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
628_visual,1.0,,,,1.0,1.0,1.0,1.0
629_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
629_visual,1.0,,,,1.0,1.0,1.0,1.0
63_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
63_visual,1.0,,,,1.0,1.0,1.0,1.0
630_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
630_visual,1.0,,,,1.0,1.0,1.0,1.0
631_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
631_visual,1.0,,,,1.0,1.0,1.0,1.0
632_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
632_visual,1.0,,,,1.0,1.0,1.0,1.0
633_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
633_visual,1.0,,,,1.0,1.0,1.0,1.0
634_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
634_visual,1.0,,,,1.0,1.0,1.0,1.0
635_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
635_visual,1.0,,,,1.0,1.0,1.0,1.0
636_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
636_visual,1.0,,,,1.0,1.0,1.0,1.0
637_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
637_visual,1.0,,,,1.0,1.0,1.0,1.0
638_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
638_visual,1.0,,,,1.0,1.0,1.0,1.0
639_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
639_visual,1.0,,,,1.0,1.0,1.0,1.0
64_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
64_visual,1.0,,,,1.0,1.0,1.0,1.0
640_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
640_visual,1.0,,,,1.0,1.0,1.0,1.0
641_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
641_visual,1.0,,,,1.0,1.0,1.0,1.0
642_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
642_visual,1.0,,,,1.0,1.0,1.0,1.0
643_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
643_visual,1.0,,,,1.0,1.0,1.0,1.0
644_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
644_visual,1.0,,,,1.0,1.0,1.0,1.0
645_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
645_visual,1.0,,,,1.0,1.0,1.0,1.0
646_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
646_visual,1.0,,,,1.0,1.0,1.0,1.0
647_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
647_visual,1.0,,,,1.0,1.0,1.0,1.0
648_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
648_visual,1.0,,,,1.0,1.0,1.0,1.0
649_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
649_visual,1.0,,,,1.0,1.0,1.0,1.0
65_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
65_visual,1.0,,,,1.0,1.0,1.0,1.0
650_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
650_visual,1.0,,,,1.0,1.0,1.0,1.0
651_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
651_visual,1.0,,,,1.0,1.0,1.0,1.0
652_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
652_visual,1.0,,,,1.0,1.0,1.0,1.0
653_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
653_visual,1.0,,,,1.0,1.0,1.0,1.0
654_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
654_visual,1.0,,,,1.0,1.0,1.0,1.0
655_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
655_visual,1.0,,,,1.0,1.0,1.0,1.0
656_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
656_visual,1.0,,,,1.0,1.0,1.0,1.0
657_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
657_visual,1.0,,,,1.0,1.0,1.0,1.0
658_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
658_visual,1.0,,,,1.0,1.0,1.0,1.0
659_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
659_visual,1.0,,,,1.0,1.0,1.0,1.0
66_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
66_visual,1.0,,,,1.0,1.0,1.0,1.0
660_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
660_visual,1.0,,,,1.0,1.0,1.0,1.0
661_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
661_visual,1.0,,,,1.0,1.0,1.0,1.0
662_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
662_visual,1.0,,,,1.0,1.0,1.0,1.0
663_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
663_visual,1.0,,,,1.0,1.0,1.0,1.0
664_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
664_visual,1.0,,,,1.0,1.0,1.0,1.0
665_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
665_visual,1.0,,,,1.0,1.0,1.0,1.0
666_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
666_visual,1.0,,,,1.0,1.0,1.0,1.0
667_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
667_visual,1.0,,,,1.0,1.0,1.0,1.0
668_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
668_visual,1.0,,,,1.0,1.0,1.0,1.0
669_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
669_visual,1.0,,,,1.0,1.0,1.0,1.0
67_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
67_visual,1.0,,,,1.0,1.0,1.0,1.0
670_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
670_visual,1.0,,,,1.0,1.0,1.0,1.0
671_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
671_visual,1.0,,,,1.0,1.0,1.0,1.0
672_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
672_visual,1.0,,,,1.0,1.0,1.0,1.0
673_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
673_visual,1.0,,,,1.0,1.0,1.0,1.0
674_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
674_visual,1.0,,,,1.0,1.0,1.0,1.0
675_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
675_visual,1.0,,,,1.0,1.0,1.0,1.0
676_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
676_visual,1.0,,,,1.0,1.0,1.0,1.0
677_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
677_visual,1.0,,,,1.0,1.0,1.0,1.0
678_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
678_visual,1.0,,,,1.0,1.0,1.0,1.0
679_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
679_visual,1.0,,,,1.0,1.0,1.0,1.0
68_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
68_visual,1.0,,,,1.0,1.0,1.0,1.0
680_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
680_visual,1.0,,,,1.0,1.0,1.0,1.0
681_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
681_visual,1.0,,,,1.0,1.0,1.0,1.0
682_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
682_visual,1.0,,,,1.0,1.0,1.0,1.0
683_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
683_visual,1.0,,,,1.0,1.0,1.0,1.0
684_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
684_visual,1.0,,,,1.0,1.0,1.0,1.0
685_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
685_visual,1.0,,,,1.0,1.0,1.0,1.0
686_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
686_visual,1.0,,,,1.0,1.0,1.0,1.0
687_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
687_visual,1.0,,,,1.0,1.0,1.0,1.0
688_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
688_visual,1.0,,,,1.0,1.0,1.0,1.0
689_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
689_visual,1.0,,,,1.0,1.0,1.0,1.0
69_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
69_visual,1.0,,,,1.0,1.0,1.0,1.0
690_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
690_visual,1.0,,,,1.0,1.0,1.0,1.0
691_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
691_visual,1.0,,,,1.0,1.0,1.0,1.0
692_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
692_visual,1.0,,,,1.0,1.0,1.0,1.0
693_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
693_visual,1.0,,,,1.0,1.0,1.0,1.0
694_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
694_visual,1.0,,,,1.0,1.0,1.0,1.0
695_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
695_visual,1.0,,,,1.0,1.0,1.0,1.0
696_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
696_visual,1.0,,,,1.0,1.0,1.0,1.0
697_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
697_visual,1.0,,,,1.0,1.0,1.0,1.0
698_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
698_visual,1.0,,,,1.0,1.0,1.0,1.0
699_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
699_visual,1.0,,,,1.0,1.0,1.0,1.0
7_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
7_visual,1.0,,,,1.0,1.0,1.0,1.0
70_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
70_visual,1.0,,,,1.0,1.0,1.0,1.0
700_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
700_visual,1.0,,,,1.0,1.0,1.0,1.0
701_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
701_visual,1.0,,,,1.0,1.0,1.0,1.0
702_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
702_visual,1.0,,,,1.0,1.0,1.0,1.0
703_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
703_visual,1.0,,,,1.0,1.0,1.0,1.0
704_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
704_visual,1.0,,,,1.0,1.0,1.0,1.0
705_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
705_visual,1.0,,,,1.0,1.0,1.0,1.0
706_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
706_visual,1.0,,,,1.0,1.0,1.0,1.0
707_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
707_visual,1.0,,,,1.0,1.0,1.0,1.0
708_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
708_visual,1.0,,,,1.0,1.0,1.0,1.0
709_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
709_visual,1.0,,,,1.0,1.0,1.0,1.0
71_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
71_visual,1.0,,,,1.0,1.0,1.0,1.0
710_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
710_visual,1.0,,,,1.0,1.0,1.0,1.0
711_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
711_visual,1.0,,,,1.0,1.0,1.0,1.0
712_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
712_visual,1.0,,,,1.0,1.0,1.0,1.0
713_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
713_visual,1.0,,,,1.0,1.0,1.0,1.0
714_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
714_visual,1.0,,,,1.0,1.0,1.0,1.0
715_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
715_visual,1.0,,,,1.0,1.0,1.0,1.0
716_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
716_visual,1.0,,,,1.0,1.0,1.0,1.0
717_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
717_visual,1.0,,,,1.0,1.0,1.0,1.0
718_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
718_visual,1.0,,,,1.0,1.0,1.0,1.0
719_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
